optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 17, 15, 19, 5, 9, 4, 6, 16, 7, 2, 20, 11, 8, 18, 14, 10, 13, 12, 3, 1}",3.917590,"{1, 3, 12, 13, 10, 14, 5, 9, 7, 2, 18, 8, 11, 20, 6, 16, 4, 17, 15, 19, 1}",4.079014,0.041205,0.044803
"{1, 12, 5, 7, 2, 6, 8, 4, 10, 16, 9, 14, 15, 13, 18, 19, 17, 20, 11, 3, 1}",3.763766,"{1, 3, 11, 20, 17, 19, 18, 13, 15, 14, 9, 16, 10, 8, 4, 6, 2, 7, 5, 12, 1}",3.776775,0.003456,0.044798
"{1, 6, 5, 19, 7, 10, 3, 14, 16, 9, 13, 2, 11, 8, 12, 18, 4, 17, 20, 15, 1}",3.771707,"{1, 6, 15, 20, 17, 4, 18, 5, 19, 7, 10, 3, 14, 16, 9, 13, 2, 11, 8, 12, 1}",4.154319,0.101443,0.045099
"{1, 14, 19, 18, 17, 7, 12, 15, 13, 2, 3, 4, 6, 10, 8, 5, 16, 9, 11, 20, 1}",3.972011,"{1, 14, 19, 4, 3, 6, 9, 11, 20, 16, 5, 8, 10, 2, 13, 15, 12, 7, 17, 18, 1}",4.172601,0.050501,0.044660
"{1, 9, 12, 14, 7, 16, 13, 11, 15, 18, 3, 10, 17, 19, 6, 4, 5, 20, 8, 2, 1}",3.378244,"{1, 9, 12, 16, 7, 14, 13, 11, 15, 18, 3, 10, 17, 19, 6, 4, 5, 20, 8, 2, 1}",3.402494,0.007178,0.044829
"{1, 8, 5, 10, 14, 4, 2, 12, 13, 17, 7, 6, 3, 16, 15, 18, 11, 19, 9, 20, 1}",3.823393,"{1, 20, 19, 9, 11, 18, 15, 16, 3, 6, 7, 17, 13, 12, 2, 4, 14, 5, 8, 10, 1}",3.864501,0.010752,0.044793
"{1, 18, 10, 15, 4, 12, 14, 16, 7, 3, 19, 2, 8, 11, 6, 5, 13, 17, 9, 20, 1}",4.247882,"{1, 20, 9, 17, 13, 5, 6, 11, 4, 15, 10, 18, 16, 7, 3, 19, 2, 8, 14, 12, 1}",4.585317,0.079436,0.044577
"{1, 15, 7, 6, 10, 2, 11, 18, 20, 14, 17, 9, 12, 8, 5, 19, 3, 16, 4, 13, 1}",4.132210,"{1, 13, 4, 16, 3, 19, 12, 8, 9, 5, 17, 14, 20, 18, 11, 2, 10, 6, 7, 15, 1}",4.182938,0.012276,0.044790
"{1, 8, 19, 16, 15, 9, 3, 6, 7, 11, 5, 10, 4, 12, 13, 20, 17, 14, 18, 2, 1}",3.525685,"{1, 8, 19, 16, 15, 9, 6, 3, 11, 5, 10, 4, 12, 7, 20, 13, 17, 14, 18, 2, 1}",3.573434,0.013543,0.044757
"{1, 16, 17, 19, 12, 4, 3, 7, 11, 8, 10, 13, 5, 14, 20, 9, 2, 6, 18, 15, 1}",3.905710,"{1, 15, 6, 18, 2, 9, 20, 14, 5, 13, 10, 8, 11, 7, 3, 4, 12, 19, 17, 16, 1}",3.931064,0.006491,0.044683
"{1, 17, 13, 5, 15, 8, 12, 14, 10, 18, 7, 20, 2, 4, 19, 11, 3, 16, 6, 9, 1}",3.717619,"{1, 9, 6, 19, 11, 16, 3, 7, 18, 10, 20, 2, 14, 12, 8, 4, 15, 5, 13, 17, 1}",3.927377,0.056422,0.044836
"{1, 9, 17, 7, 16, 8, 3, 10, 15, 18, 11, 6, 20, 13, 2, 19, 12, 4, 5, 14, 1}",3.577664,"{1, 9, 17, 7, 16, 11, 18, 15, 10, 3, 8, 6, 20, 13, 2, 19, 12, 4, 5, 14, 1}",3.636292,0.016387,0.045028
"{1, 6, 13, 4, 20, 11, 10, 2, 8, 3, 19, 14, 7, 5, 12, 18, 9, 15, 16, 17, 1}",3.228782,"{1, 6, 13, 4, 20, 11, 10, 2, 8, 3, 19, 14, 7, 5, 12, 18, 9, 15, 16, 17, 1}",3.228782,0.000000,0.044892
"{1, 7, 16, 5, 12, 6, 18, 9, 19, 10, 15, 14, 8, 3, 13, 4, 2, 11, 17, 20, 1}",4.081142,"{1, 20, 17, 11, 2, 4, 13, 3, 8, 14, 15, 10, 19, 9, 18, 12, 6, 5, 16, 7, 1}",4.123991,0.010499,0.044927
"{1, 20, 10, 16, 2, 7, 3, 4, 5, 14, 8, 12, 13, 18, 17, 6, 19, 9, 15, 11, 1}",3.664843,"{1, 20, 10, 16, 2, 7, 3, 4, 5, 14, 8, 12, 13, 18, 17, 6, 19, 9, 15, 11, 1}",3.664843,0.000000,0.044756
"{1, 7, 5, 15, 3, 17, 11, 8, 14, 18, 4, 10, 2, 16, 19, 13, 20, 6, 12, 9, 1}",3.952109,"{1, 7, 5, 9, 12, 6, 20, 13, 19, 16, 2, 10, 4, 18, 14, 8, 17, 11, 3, 15, 1}",4.026706,0.018875,0.044331
"{1, 19, 5, 2, 3, 7, 16, 14, 4, 12, 10, 15, 18, 8, 11, 9, 17, 13, 20, 6, 1}",3.612699,"{1, 19, 5, 2, 3, 7, 16, 14, 4, 12, 10, 15, 18, 8, 11, 9, 17, 13, 20, 6, 1}",3.612699,0.000000,0.044165
"{1, 14, 3, 2, 4, 16, 12, 7, 8, 20, 10, 13, 9, 15, 6, 18, 17, 5, 19, 11, 1}",3.657365,"{1, 11, 19, 5, 17, 18, 6, 15, 13, 9, 10, 20, 8, 7, 12, 16, 4, 2, 3, 14, 1}",3.667916,0.002885,0.044164
"{1, 12, 4, 3, 9, 10, 15, 20, 5, 2, 16, 19, 18, 7, 13, 14, 17, 8, 6, 11, 1}",3.789079,"{1, 12, 4, 3, 9, 10, 15, 20, 5, 2, 16, 19, 18, 7, 13, 14, 17, 8, 6, 11, 1}",3.789079,0.000000,0.044279
"{1, 18, 4, 11, 3, 10, 16, 20, 7, 13, 19, 5, 9, 6, 12, 15, 2, 14, 17, 8, 1}",3.423435,"{1, 18, 4, 11, 3, 10, 16, 20, 7, 13, 19, 5, 15, 2, 14, 17, 8, 6, 9, 12, 1}",3.706003,0.082539,0.044222
"{1, 16, 17, 6, 2, 20, 7, 10, 13, 9, 18, 19, 3, 15, 8, 11, 12, 5, 14, 4, 1}",3.435892,"{1, 4, 14, 5, 12, 11, 8, 15, 3, 19, 18, 9, 13, 10, 7, 20, 6, 17, 16, 2, 1}",3.629164,0.056251,0.044167
"{1, 11, 3, 16, 4, 5, 13, 14, 10, 17, 7, 6, 18, 19, 2, 8, 15, 9, 12, 20, 1}",3.554346,"{1, 11, 3, 16, 4, 13, 14, 10, 5, 17, 7, 6, 18, 19, 2, 8, 15, 9, 12, 20, 1}",3.582048,0.007794,0.044147
"{1, 12, 3, 4, 7, 9, 19, 5, 15, 11, 2, 10, 18, 14, 17, 20, 13, 16, 8, 6, 1}",3.637127,"{1, 12, 3, 4, 7, 9, 19, 5, 15, 11, 2, 10, 18, 14, 17, 20, 13, 16, 8, 6, 1}",3.637127,0.000000,0.044142
"{1, 12, 3, 19, 18, 14, 8, 17, 4, 16, 11, 2, 7, 15, 13, 10, 9, 6, 5, 20, 1}",3.715292,"{1, 12, 3, 19, 18, 14, 8, 17, 4, 16, 11, 2, 7, 15, 13, 10, 9, 6, 5, 20, 1}",3.715292,0.000000,0.044257
"{1, 5, 9, 14, 15, 20, 11, 3, 4, 19, 18, 13, 2, 6, 16, 17, 12, 8, 10, 7, 1}",3.718493,"{1, 7, 10, 8, 12, 17, 16, 6, 2, 13, 18, 19, 4, 3, 11, 20, 15, 5, 14, 9, 1}",3.738799,0.005461,0.044768
"{1, 4, 9, 19, 11, 5, 13, 2, 12, 14, 16, 6, 20, 8, 10, 18, 7, 17, 15, 3, 1}",4.092515,"{1, 4, 9, 19, 11, 5, 13, 12, 14, 16, 2, 7, 18, 8, 6, 20, 10, 15, 3, 17, 1}",4.302532,0.051317,0.044857
"{1, 6, 18, 2, 13, 14, 17, 8, 4, 10, 12, 15, 19, 9, 20, 7, 16, 3, 5, 11, 1}",4.239973,"{1, 6, 18, 2, 13, 14, 17, 8, 10, 4, 11, 5, 3, 16, 7, 20, 9, 19, 15, 12, 1}",4.463492,0.052717,0.045250
"{1, 12, 5, 6, 2, 7, 13, 9, 17, 10, 19, 18, 14, 20, 11, 3, 16, 15, 8, 4, 1}",3.917912,"{1, 12, 5, 6, 2, 7, 13, 9, 17, 10, 19, 18, 14, 20, 3, 16, 11, 15, 8, 4, 1}",3.939524,0.005516,0.044814
"{1, 8, 9, 18, 6, 15, 7, 10, 4, 2, 19, 3, 5, 11, 12, 20, 17, 13, 14, 16, 1}",3.480888,"{1, 8, 9, 18, 6, 15, 7, 10, 4, 2, 19, 3, 5, 11, 12, 20, 17, 13, 14, 16, 1}",3.480888,0.000000,0.044852
"{1, 19, 7, 12, 8, 17, 11, 10, 6, 2, 4, 18, 3, 14, 16, 20, 15, 13, 5, 9, 1}",4.064187,"{1, 19, 7, 12, 8, 17, 11, 10, 6, 2, 4, 18, 3, 14, 16, 20, 15, 13, 5, 9, 1}",4.064187,0.000000,0.044687
"{1, 8, 20, 3, 11, 4, 18, 7, 15, 13, 5, 16, 14, 10, 9, 6, 17, 19, 2, 12, 1}",3.822899,"{1, 12, 8, 20, 3, 11, 4, 18, 7, 15, 13, 5, 16, 14, 10, 9, 6, 17, 19, 2, 1}",3.835469,0.003288,0.044981
"{1, 3, 7, 4, 5, 2, 14, 17, 16, 8, 19, 11, 15, 12, 13, 18, 20, 6, 10, 9, 1}",3.894331,"{1, 9, 10, 6, 20, 18, 13, 12, 15, 11, 8, 19, 16, 17, 14, 2, 5, 4, 7, 3, 1}",3.912476,0.004659,0.044795
"{1, 5, 8, 20, 11, 15, 17, 3, 4, 2, 9, 6, 14, 16, 7, 12, 18, 19, 13, 10, 1}",4.088240,"{1, 5, 8, 20, 11, 15, 17, 3, 4, 2, 9, 6, 14, 16, 12, 7, 18, 19, 13, 10, 1}",4.098962,0.002623,0.044810
"{1, 3, 11, 16, 12, 4, 8, 15, 6, 2, 18, 13, 5, 14, 20, 7, 19, 17, 9, 10, 1}",3.250326,"{1, 3, 11, 16, 12, 4, 8, 15, 6, 2, 18, 13, 5, 14, 20, 7, 19, 17, 9, 10, 1}",3.250326,0.000000,0.044918
"{1, 18, 14, 11, 15, 10, 5, 7, 3, 19, 2, 4, 20, 6, 17, 12, 8, 9, 16, 13, 1}",4.137674,"{1, 13, 18, 14, 11, 15, 10, 7, 5, 3, 2, 19, 4, 20, 6, 17, 12, 8, 16, 9, 1}",4.263813,0.030486,0.044926
"{1, 15, 7, 3, 17, 12, 18, 20, 4, 13, 11, 14, 6, 5, 10, 2, 16, 19, 9, 8, 1}",3.423736,"{1, 8, 9, 19, 16, 2, 10, 5, 6, 14, 11, 4, 13, 20, 18, 12, 17, 3, 7, 15, 1}",3.423819,0.000024,0.044870
"{1, 4, 5, 7, 20, 13, 18, 8, 2, 11, 6, 17, 12, 9, 16, 3, 15, 19, 10, 14, 1}",4.301407,"{1, 14, 10, 19, 15, 3, 16, 9, 12, 17, 6, 11, 2, 8, 18, 13, 20, 7, 5, 4, 1}",4.301407,0.000000,0.044833
"{1, 9, 3, 10, 16, 18, 4, 2, 6, 14, 5, 20, 11, 13, 17, 12, 15, 8, 19, 7, 1}",3.403972,"{1, 7, 9, 19, 8, 15, 17, 13, 11, 20, 5, 14, 12, 2, 6, 4, 18, 16, 10, 3, 1}",3.568320,0.048281,0.044624
"{1, 19, 12, 2, 18, 8, 4, 17, 13, 10, 16, 14, 11, 7, 20, 3, 15, 9, 5, 6, 1}",3.470567,"{1, 19, 12, 2, 18, 8, 4, 17, 13, 10, 16, 14, 11, 7, 20, 3, 6, 5, 15, 9, 1}",3.649179,0.051465,0.044428
"{1, 5, 20, 4, 11, 18, 3, 16, 8, 2, 13, 17, 10, 15, 14, 7, 6, 19, 12, 9, 1}",4.216718,"{1, 9, 12, 19, 6, 10, 17, 13, 2, 8, 16, 3, 18, 11, 4, 20, 5, 7, 14, 15, 1}",4.353567,0.032454,0.043961
"{1, 19, 12, 4, 8, 14, 18, 20, 13, 2, 9, 10, 6, 15, 5, 3, 7, 17, 11, 16, 1}",3.801483,"{1, 19, 16, 11, 17, 7, 3, 5, 10, 9, 2, 13, 4, 12, 8, 14, 18, 20, 6, 15, 1}",4.123194,0.084628,0.044090
"{1, 2, 11, 18, 19, 13, 5, 12, 14, 9, 6, 8, 7, 15, 4, 3, 16, 17, 20, 10, 1}",3.732325,"{1, 2, 11, 18, 19, 13, 5, 12, 14, 6, 9, 8, 7, 15, 4, 3, 17, 16, 20, 10, 1}",3.756364,0.006441,0.044201
"{1, 2, 12, 5, 3, 10, 8, 11, 19, 15, 6, 4, 16, 13, 18, 17, 9, 14, 7, 20, 1}",4.003086,"{1, 2, 12, 5, 3, 10, 8, 11, 6, 4, 16, 13, 18, 20, 7, 14, 17, 9, 19, 15, 1}",4.434900,0.107870,0.044275
"{1, 11, 10, 20, 5, 6, 4, 8, 18, 13, 3, 9, 12, 17, 15, 2, 7, 16, 14, 19, 1}",3.675854,"{1, 11, 10, 20, 5, 6, 4, 8, 18, 13, 3, 9, 12, 17, 15, 2, 7, 16, 14, 19, 1}",3.675854,0.000000,0.044622
"{1, 15, 7, 20, 5, 13, 19, 3, 2, 18, 8, 16, 12, 11, 10, 14, 6, 9, 4, 17, 1}",4.154757,"{1, 15, 4, 17, 9, 6, 14, 10, 11, 12, 16, 2, 18, 8, 3, 19, 13, 5, 20, 7, 1}",4.253138,0.023679,0.044697
"{1, 8, 3, 6, 11, 2, 18, 15, 10, 20, 13, 16, 19, 5, 7, 17, 12, 4, 14, 9, 1}",4.147906,"{1, 9, 14, 4, 12, 17, 7, 5, 19, 16, 13, 20, 10, 15, 18, 2, 11, 6, 3, 8, 1}",4.147907,0.000000,0.044789
"{1, 18, 16, 7, 19, 12, 11, 14, 2, 13, 17, 4, 5, 8, 9, 15, 6, 10, 20, 3, 1}",3.686344,"{1, 18, 16, 13, 2, 17, 14, 11, 12, 19, 7, 4, 5, 8, 9, 15, 6, 10, 20, 3, 1}",3.875200,0.051231,0.044825
"{1, 12, 18, 9, 8, 17, 2, 4, 15, 13, 5, 6, 10, 16, 20, 19, 14, 3, 7, 11, 1}",3.777447,"{1, 11, 7, 3, 14, 19, 20, 16, 10, 6, 5, 13, 9, 18, 12, 2, 17, 4, 15, 8, 1}",4.066373,0.076487,0.044686
"{1, 14, 10, 16, 6, 2, 8, 17, 15, 3, 9, 13, 7, 18, 4, 5, 11, 12, 19, 20, 1}",3.351056,"{1, 20, 19, 12, 11, 5, 4, 18, 7, 13, 9, 3, 15, 17, 8, 2, 6, 16, 10, 14, 1}",3.351056,0.000000,0.044667
"{1, 14, 15, 20, 8, 17, 2, 10, 3, 9, 18, 5, 11, 12, 19, 4, 6, 16, 7, 13, 1}",4.270245,"{1, 13, 7, 16, 11, 5, 18, 10, 2, 17, 9, 3, 19, 4, 6, 12, 20, 8, 15, 14, 1}",4.534352,0.061848,0.044698
"{1, 20, 16, 5, 8, 7, 10, 3, 9, 17, 15, 14, 6, 13, 18, 11, 2, 12, 4, 19, 1}",3.563065,"{1, 19, 4, 12, 2, 18, 13, 6, 14, 15, 17, 9, 11, 3, 10, 7, 8, 5, 16, 20, 1}",3.726097,0.045756,0.045371
"{1, 19, 4, 13, 6, 7, 10, 12, 18, 9, 8, 11, 17, 5, 2, 20, 15, 16, 3, 14, 1}",3.701882,"{1, 14, 3, 16, 15, 20, 2, 5, 17, 8, 9, 12, 18, 10, 7, 6, 13, 4, 19, 11, 1}",3.828926,0.034319,0.045043
"{1, 9, 17, 15, 4, 12, 16, 20, 19, 5, 2, 3, 14, 18, 8, 10, 13, 11, 7, 6, 1}",3.598574,"{1, 9, 17, 15, 4, 12, 16, 20, 19, 5, 2, 3, 14, 18, 8, 10, 13, 11, 7, 6, 1}",3.598574,0.000000,0.044441
"{1, 4, 3, 16, 8, 9, 17, 6, 13, 15, 14, 10, 12, 7, 11, 5, 18, 20, 19, 2, 1}",3.839532,"{1, 4, 3, 16, 8, 9, 17, 6, 13, 15, 14, 10, 5, 18, 2, 20, 19, 11, 12, 7, 1}",4.116524,0.072142,0.042947
"{1, 4, 19, 16, 8, 14, 11, 13, 20, 17, 2, 10, 5, 18, 9, 3, 12, 6, 15, 7, 1}",3.436557,"{1, 7, 15, 6, 12, 3, 9, 18, 5, 10, 2, 20, 17, 13, 11, 14, 8, 16, 4, 19, 1}",3.472536,0.010469,0.042611
"{1, 18, 12, 3, 10, 8, 19, 20, 15, 17, 14, 9, 11, 16, 4, 5, 13, 7, 2, 6, 1}",3.750520,"{1, 18, 12, 3, 8, 10, 19, 17, 14, 9, 15, 20, 16, 4, 5, 11, 13, 7, 2, 6, 1}",3.778239,0.007391,0.042788
"{1, 2, 6, 15, 8, 19, 4, 9, 5, 7, 13, 12, 11, 10, 18, 16, 20, 17, 14, 3, 1}",4.354247,"{1, 3, 17, 14, 20, 16, 18, 10, 11, 12, 13, 7, 5, 9, 4, 19, 8, 2, 6, 15, 1}",4.516533,0.037271,0.042721
"{1, 10, 14, 20, 2, 11, 7, 9, 15, 12, 16, 17, 3, 13, 18, 8, 19, 6, 4, 5, 1}",3.533118,"{1, 10, 14, 20, 2, 11, 7, 9, 15, 12, 16, 17, 3, 13, 18, 8, 19, 6, 4, 5, 1}",3.533118,0.000000,0.042828
"{1, 12, 4, 15, 19, 9, 7, 5, 10, 14, 8, 17, 6, 18, 2, 20, 13, 11, 3, 16, 1}",3.685374,"{1, 12, 16, 4, 15, 19, 9, 7, 5, 10, 14, 8, 17, 6, 18, 2, 20, 13, 11, 3, 1}",3.795830,0.029971,0.042981
"{1, 18, 3, 6, 2, 11, 10, 20, 13, 7, 9, 12, 4, 8, 15, 16, 17, 14, 5, 19, 1}",4.090497,"{1, 19, 5, 14, 17, 16, 15, 8, 4, 12, 20, 10, 11, 2, 6, 3, 18, 13, 7, 9, 1}",4.994021,0.220884,0.043096
"{1, 18, 6, 12, 20, 11, 19, 10, 16, 5, 7, 9, 8, 17, 14, 15, 2, 3, 4, 13, 1}",3.914022,"{1, 18, 6, 12, 20, 11, 19, 16, 10, 5, 7, 9, 8, 17, 14, 15, 2, 3, 13, 4, 1}",3.961233,0.012062,0.042955
"{1, 11, 18, 10, 19, 4, 7, 5, 14, 17, 6, 13, 8, 3, 16, 2, 15, 12, 9, 20, 1}",3.949596,"{1, 11, 18, 10, 19, 4, 7, 5, 14, 17, 6, 13, 8, 3, 16, 2, 15, 12, 9, 20, 1}",3.949596,0.000000,0.043045
"{1, 16, 18, 10, 17, 8, 13, 9, 20, 6, 3, 4, 14, 11, 12, 7, 15, 5, 2, 19, 1}",4.277833,"{1, 16, 18, 10, 17, 8, 13, 9, 20, 6, 3, 4, 14, 11, 12, 7, 15, 5, 2, 19, 1}",4.277833,0.000000,0.043010
"{1, 2, 19, 20, 17, 14, 12, 8, 4, 5, 11, 16, 7, 13, 18, 3, 15, 10, 6, 9, 1}",4.160248,"{1, 2, 19, 10, 15, 3, 18, 13, 6, 9, 11, 16, 7, 5, 4, 8, 12, 14, 17, 20, 1}",4.221258,0.014665,0.042962
"{1, 12, 15, 14, 2, 19, 8, 17, 11, 5, 13, 18, 4, 10, 3, 6, 20, 9, 7, 16, 1}",3.507866,"{1, 12, 15, 14, 2, 19, 8, 17, 11, 5, 18, 13, 4, 10, 3, 6, 20, 9, 7, 16, 1}",3.512372,0.001284,0.042763
"{1, 9, 13, 4, 18, 14, 7, 10, 8, 19, 12, 15, 2, 5, 3, 17, 20, 11, 16, 6, 1}",4.328794,"{1, 6, 16, 11, 20, 17, 3, 5, 2, 15, 12, 19, 8, 7, 10, 14, 18, 4, 13, 9, 1}",4.328398,-0.000091,0.042982
"{1, 3, 13, 15, 16, 7, 6, 12, 11, 17, 9, 5, 20, 14, 4, 19, 18, 10, 2, 8, 1}",3.986992,"{1, 3, 15, 13, 16, 7, 6, 12, 11, 17, 9, 5, 20, 14, 4, 19, 18, 10, 2, 8, 1}",4.003501,0.004141,0.043008
"{1, 6, 18, 13, 2, 10, 3, 8, 12, 16, 14, 7, 19, 4, 11, 9, 17, 15, 20, 5, 1}",3.616348,"{1, 5, 20, 6, 18, 2, 10, 3, 8, 12, 16, 14, 13, 7, 19, 4, 11, 9, 17, 15, 1}",3.673229,0.015729,0.042833
"{1, 17, 9, 6, 14, 16, 12, 7, 3, 11, 8, 5, 19, 20, 2, 10, 15, 13, 18, 4, 1}",3.955445,"{1, 4, 9, 17, 6, 14, 16, 12, 7, 3, 11, 8, 5, 19, 20, 2, 10, 13, 15, 18, 1}",3.967018,0.002926,0.042894
"{1, 4, 2, 10, 7, 15, 17, 20, 5, 13, 14, 6, 19, 11, 8, 12, 18, 16, 3, 9, 1}",3.649782,"{1, 9, 3, 16, 18, 12, 8, 11, 19, 14, 6, 13, 5, 20, 17, 15, 7, 10, 2, 4, 1}",3.665821,0.004394,0.042659
"{1, 12, 9, 19, 8, 18, 16, 15, 4, 17, 13, 6, 20, 14, 11, 7, 10, 2, 5, 3, 1}",3.859928,"{1, 9, 12, 3, 5, 2, 10, 11, 7, 14, 20, 6, 13, 17, 4, 15, 16, 18, 8, 19, 1}",3.914517,0.014143,0.042759
"{1, 6, 2, 19, 12, 20, 15, 4, 8, 5, 7, 13, 9, 3, 11, 18, 17, 10, 14, 16, 1}",3.954786,"{1, 6, 19, 2, 12, 20, 15, 4, 8, 5, 7, 13, 9, 3, 11, 18, 17, 10, 14, 16, 1}",3.967151,0.003127,0.042868
"{1, 2, 13, 8, 6, 16, 11, 19, 15, 4, 18, 10, 9, 20, 14, 17, 5, 3, 12, 7, 1}",3.904255,"{1, 2, 7, 12, 14, 5, 17, 20, 9, 10, 18, 4, 19, 15, 3, 11, 16, 6, 8, 13, 1}",3.993783,0.022931,0.042758
"{1, 4, 12, 2, 18, 10, 16, 9, 5, 3, 15, 13, 14, 7, 17, 11, 8, 19, 20, 6, 1}",3.698247,"{1, 4, 12, 2, 18, 10, 16, 9, 5, 3, 15, 13, 14, 7, 17, 11, 8, 19, 20, 6, 1}",3.698247,0.000000,0.042828
"{1, 16, 7, 2, 6, 17, 3, 13, 10, 19, 11, 4, 5, 9, 18, 20, 12, 14, 15, 8, 1}",3.904875,"{1, 16, 7, 2, 8, 6, 17, 3, 13, 10, 19, 11, 4, 5, 9, 18, 20, 12, 14, 15, 1}",3.916086,0.002871,0.043094
"{1, 7, 5, 18, 10, 20, 14, 6, 17, 16, 2, 13, 19, 8, 12, 9, 11, 15, 4, 3, 1}",3.469992,"{1, 4, 3, 7, 5, 18, 10, 14, 20, 6, 17, 2, 16, 13, 19, 8, 12, 9, 11, 15, 1}",3.590528,0.034736,0.042819
"{1, 13, 5, 16, 7, 18, 15, 10, 2, 20, 3, 9, 12, 8, 14, 19, 4, 11, 17, 6, 1}",4.090944,"{1, 7, 18, 15, 10, 2, 20, 16, 5, 13, 3, 9, 12, 8, 14, 19, 4, 11, 17, 6, 1}",4.284752,0.047375,0.043198
"{1, 12, 9, 4, 18, 13, 6, 5, 15, 14, 20, 10, 2, 16, 17, 3, 19, 8, 11, 7, 1}",4.848428,"{1, 9, 4, 18, 12, 7, 11, 8, 19, 17, 3, 16, 2, 10, 20, 14, 15, 5, 6, 13, 1}",4.908844,0.012461,0.043445
"{1, 13, 17, 7, 8, 2, 19, 11, 18, 5, 4, 20, 3, 15, 9, 10, 14, 12, 16, 6, 1}",3.883353,"{1, 13, 17, 8, 2, 19, 11, 18, 5, 4, 20, 3, 15, 9, 10, 14, 12, 16, 6, 7, 1}",3.971666,0.022741,0.043300
"{1, 15, 3, 6, 4, 5, 19, 9, 2, 12, 20, 16, 7, 10, 17, 11, 8, 18, 14, 13, 1}",4.179236,"{1, 13, 15, 3, 6, 4, 5, 19, 9, 12, 2, 20, 16, 7, 10, 17, 11, 8, 18, 14, 1}",4.213891,0.008292,0.043524
"{1, 11, 2, 17, 18, 14, 19, 10, 16, 9, 3, 5, 6, 4, 20, 12, 7, 8, 13, 15, 1}",3.949548,"{1, 11, 2, 17, 18, 19, 14, 10, 16, 9, 3, 5, 6, 4, 20, 12, 7, 8, 13, 15, 1}",3.965060,0.003928,0.043866
"{1, 9, 10, 3, 6, 11, 16, 19, 7, 2, 12, 20, 17, 4, 13, 18, 15, 8, 5, 14, 1}",4.165789,"{1, 9, 10, 3, 6, 11, 16, 19, 17, 4, 13, 15, 8, 5, 14, 18, 20, 12, 7, 2, 1}",4.442663,0.066464,0.043618
"{1, 7, 3, 15, 8, 6, 9, 12, 5, 18, 11, 20, 17, 19, 2, 16, 14, 10, 13, 4, 1}",4.036395,"{1, 13, 10, 14, 4, 2, 16, 19, 17, 20, 11, 18, 12, 5, 9, 3, 7, 15, 6, 8, 1}",4.158487,0.030248,0.043727
"{1, 17, 19, 16, 10, 6, 4, 9, 2, 14, 15, 7, 3, 8, 12, 20, 18, 5, 13, 11, 1}",4.157921,"{1, 11, 13, 5, 18, 20, 12, 8, 3, 7, 15, 14, 2, 9, 4, 6, 10, 16, 19, 17, 1}",4.157921,0.000000,0.044017
"{1, 6, 16, 18, 20, 8, 10, 17, 5, 7, 9, 13, 19, 4, 3, 14, 2, 12, 15, 11, 1}",3.606881,"{1, 11, 15, 12, 2, 14, 3, 4, 19, 13, 9, 7, 5, 17, 10, 8, 20, 18, 16, 6, 1}",3.606881,0.000000,0.043367
"{1, 3, 15, 17, 18, 10, 20, 16, 2, 13, 8, 6, 7, 11, 4, 14, 5, 19, 12, 9, 1}",3.479337,"{1, 9, 12, 19, 5, 14, 4, 11, 7, 6, 8, 13, 2, 16, 20, 10, 18, 17, 15, 3, 1}",3.479337,0.000000,0.044212
"{1, 10, 8, 18, 11, 2, 16, 20, 7, 19, 15, 13, 3, 4, 14, 17, 9, 12, 5, 6, 1}",3.317775,"{1, 10, 8, 18, 11, 2, 6, 5, 12, 17, 14, 9, 4, 3, 13, 15, 19, 7, 20, 16, 1}",3.480589,0.049073,0.044452
"{1, 17, 4, 14, 13, 10, 19, 9, 16, 2, 7, 18, 5, 20, 11, 15, 6, 8, 12, 3, 1}",3.603932,"{1, 17, 4, 14, 13, 10, 19, 9, 16, 2, 7, 18, 5, 20, 11, 15, 6, 8, 12, 3, 1}",3.603932,0.000000,0.044582
"{1, 7, 17, 8, 6, 2, 15, 14, 3, 5, 11, 13, 19, 20, 16, 9, 12, 18, 10, 4, 1}",4.212119,"{1, 7, 17, 8, 6, 2, 14, 15, 3, 5, 19, 20, 13, 11, 12, 18, 10, 4, 9, 16, 1}",4.471320,0.061537,0.044448
"{1, 14, 18, 20, 11, 2, 3, 6, 4, 19, 13, 9, 7, 15, 12, 8, 17, 10, 16, 5, 1}",3.782758,"{1, 14, 18, 20, 11, 2, 3, 6, 4, 19, 5, 16, 10, 13, 9, 17, 12, 8, 15, 7, 1}",3.985205,0.053518,0.044812
"{1, 9, 3, 8, 14, 6, 15, 18, 2, 13, 5, 4, 16, 12, 7, 10, 11, 17, 20, 19, 1}",4.268334,"{1, 19, 20, 17, 11, 10, 7, 12, 16, 4, 5, 13, 2, 18, 15, 6, 14, 8, 3, 9, 1}",4.268335,0.000000,0.044539
"{1, 9, 3, 16, 2, 11, 4, 17, 19, 10, 12, 7, 15, 8, 6, 13, 5, 20, 18, 14, 1}",4.200256,"{1, 14, 18, 20, 11, 2, 9, 3, 16, 10, 12, 7, 15, 8, 6, 13, 5, 4, 17, 19, 1}",4.595259,0.094042,0.044615
"{1, 13, 7, 16, 2, 20, 18, 3, 11, 4, 17, 9, 6, 10, 12, 19, 14, 15, 5, 8, 1}",3.967227,"{1, 13, 7, 16, 2, 20, 18, 3, 11, 4, 17, 9, 6, 10, 12, 14, 19, 15, 5, 8, 1}",3.995432,0.007110,0.044685
